,tweet,marker
743,unfortun remind men kind shut fuck tell woman femin call make woman decid mayb well disagre woman woman decid what femin one ask approv,0
796,miss pussi,0
977,rememb woman inferior men even though general test well everyth men doit fault suck there noth push away thing,1
189,use foreign aid budget help illeg migrant go back home via,1
884,lot peopl tell woman dont speak rape cultur via,0
815,sex cool u ever come back school find parent arent home u scream fuck bitch im fuck home alon cunt yuhhhhhhhh cuz,0
448,folk perceiv work,1
406,correct come town near,1
324,pressur spain maritim border boatload storm spanish tourist beach amp scatter,1
814,yall get ta learn start see woman human yall act like alien yes cunt tit sweeti sexual sexual enough well either way non fuck busi go choke inch cock,0
632,hyster chine insult know today nsfw,0
652,ive see break tear audienc turn let talk hyster woman,0
809,dont like song bitch keep move hoe cant sing cant shit suck dick bitch stfu dumb white trash as bitch,1
42,immigr invad,1
98,yearold touch live,0
145,like video immigr protest unknow agre trump,0
321,appar consid set annual refuge admiss cap low number admit would blow smithereen budget nine feder resettl contractorslearn nine suppos chariti,1
71,infuri never see german french italian govt award contract uk busi favour,0
183,eu keen strike deal muammar gaddafi immigr world news guardian,0
339,countri scar violenc lgbti activ alway welcom sofia daniel stori,0
374,understand mind immigr undocu illeg break law therefor stay countri law respect,1
633,wah make million year wah fuckin bitch bro cri river pussi,0
271,grandma immigr mexico that right im white im pro immigr dont encourag anyon move mental ill prerequisit dont govern give forc,0
384,andrew cuomo self proclaim undocu immigr free crimin say jihad deport illeg that akin flip bird taxpay your embarrass amp disappoint law abi,1
522,u woman leav alon get anough skank problem,1
407,must pass law deport border court illeg includ central american cross border illeg asylum contest remov order mandatori everifi,1
484,nolotteri get line,1
437,romanian andrei parvu american ethan todd grown individu faith god friendship face hardship red tape encount tri obtain govt approv parvu fbc madisonvill pastor,0
958,fact he best sandwich maker side mississippi,0
783,mention book clair didnt stay kitchen either woman clear doesnt know shes talk howev yes much woman cook clean etc,1
344,syrian refuge right move uk shame welcom refuge either middl class idiot ex refuge,1
950,quit thing man hide cupboard evad charg rape accus woman creepi,0
359,stand ground publish truth ignor backlash mail pull stori migrantinfest pari suburb backlash,0
48,unless your third world rapefuge,0
681,stfu there million peopl without dad your rich bitch get,1
282,kaepernickput foot mouth disrespect fan exampl sacrif everythingthey exampl ignor,1
670,hyster woman kavanaugh hear today,0
551,besid disgust rape joke fuck old like tell woman go back kitchen smh,0
581,yall degrad ikon watch might popular one versatil kpop group cant bring era continu shine longer anyth stop stfu,0
483,clinton illeg immigr via,0
713,woman write status might give peopl sen magnitud problem,0
449,medium silent govt use vega shoot push bill allow warrantless search,0
152,help come peopl die govt countri crimin brand send immigr pack dem send u pack wors,1
83,,1
726,your whole entir bitch mother father probabl brother sister stupid fuck cunt,1
656,pretti hyster,1
895,shut fuck fuck monkey jew bitch cunt nigger dick lick,1
636,guy get hyster tri pin berni loss anyon particul,0
433,make liber cri one tweet,1
326,illeg alien take life decid would break u steal id ssn work illeg rob u instead send famili kill realli didnt care famili huh,1
746,get job fat daddi fuck cunt that im pay rent dumb as hoe,1
762,stupid fuck cunt dont like your gon na speed stop bus tri run year old wan na act like tough as come face dont put kid safeti risk caus your stupid bitch,1
685,hyster woman,1
227,bloodi disgrac keep polit school,1
931,hyster woman nice gender separ person ann get hard grasp one plea tri,1
473,give un access return rohingya refuge,0
486,american worker winningtrump cut suppli wagelow migrant labor execut complain bitter forc compet worker offer high wage restaur rais wage fill job restaur,0
134,save live,1
518,skank grahamjohn mccain would asham,1
567,peopl hyster dow sinc elect,0
752,copper sandwich maker sweep sponsor money nut kitchen author enter today,0
598,rape woman talk woman role,0
653,meadowland mama piti parti gon na stop use taxi coz skank call fat,1
407,must pass law deport border court illeg includ central american cross border illeg asylum contest remov order mandatori everifi,1
728,scream decad last time roe v wade actual threatenedask honest plea shut fuck,0
908,thank ruin footbal pussi cant watch anymor bore,0
609,hi bitch pls u skank as hoe aint bouta shit throw hand tomorrow sinc bold twitter,1
936,uplift discours realli scumbagyour republican presid talk grab woman pussi support neonazi separ kid famili your talk uplift discours stfu,0
591,bitch doesnt shut fuck swear god,1
289,boat act like taxi servic econom migrant pose refuge come europ seek welfar benefit west refuge stop turkey like real refuge instea,1
494,messag liber advoc open bordersif import third world get third world problem hard understand itth british nation parti continu campaign tradit britain,1
154,costa del crisi migrant pour europ new spanish gateway one,0
288,power help rebuild live hand get start tonight âž_xd_,0
997,honey fellow white chick let tell need shut fuck quit tell black woman feel talk black woman stay damn lane bitch im talk whatev,0
667,ahh see final embrac inner blond skank good mitch,1
737,get pussi,1
964,take heat that l stay kitchenyou cant deni woman fear speak truth power without hesit may older cup tea fight love countri polit,0
190,sweden k loxbo voter percept polici converg shortterm opportun antiimmigr parti exampl sweden scandinavian polit studi pp,0
124,guess say pay illeg alien dave,1
523,lol admit love jailhous rest case your pathet hyster beyond funn,0
588,bitch u whole catfish trynna get fuck u janitor closet mind your,0
803,check tweet hyster womanscumbag swamp creaturezippi,1
837,jos wan na say fuck u cube,0
856,hyster woman,0
307,enough monster continu import monster countri,1
471,ive enter mobo unsung remix tombak wish luck,0
965,say hyster woman,0
817,sell venu california bus skank like matter time bless theindiggn band vibrat,0
372,suspect migrant find dead evro,0
8,violenc toward tourist barcelona spain tourist go home refuge welcom,0
823,whatev make happi realli bitch good friend mother fuck cunt,1
172,question make someon understand say get countri isnt someth former illeg immigr take light probabl ever forgiv ask friend ive tri everi nice way mayb time say hate peopl say racist shit,0
878,nigga get cri bout get play everyday lol woman like weird niggasfunni nigga athlet niggasthug nigga etc find bitch yo arena stfu,0
599,mom hair pussi need stfu lmfao,1
409,nontradit school design help immigr refuge student acclim,0
225,white south african farmer appli refuge protect australia special treatment via stop white genocideaccept white immigr,0
519,like woman rape woman aswel woman rape men aswel men rape men aswel,0
922,wow stop write cap lock get your hystericalnow shut fuck,1
474,mad get inspir former presid germani gauck happi lover refuge love multikulti warn refuge destroy germani societi afraid,0
512,sad woman wear noth intent action rape sorri go,0
824,guy rape woman clear problem woman speak one help,0
794,nah yall stay kitchen make barii baasto,1
708,bitch aint one hate join club stand corner stfu,1
491,modriä_xd_ grandfath relat kill balkan war mandzukiä_xd_ spend childhood germani refuge croatia stori incred recent memori,0
453,janic holbrook line john woodland immigr possibl bear bedfordshir england,0
114,tell barack sir thank mr trump fix polici hey obama mayb go sell gun cartel sell pay phoni,1
291,still look nazi mirror rememb pack lunch one want eat lunch person whose food spit immigr worker restaur kitchen,1
446,hear hear may bow grovel plea pleas princ what name give gong number send nurs home near buckfast palac as wipe immigr call alic rememb mr austeri,1
643,cant wait daughter fulli understand bad rape woman actual peopl,0
20,un call stop separ immigr child parent,0
715,whoever send rude as messag fuck cunt cant get grief especi mother mean fuck sake spend nine month insid woman mourn last lifetim especi,0
158,politician new world order globalist intent dilut popul divid countri migrant anywher import get rid globalist govern oz agai,0
984,regina georg nasty skank bitch ever meet trust fug slut,1
744,bitch money talk stfu hoe go make bread,1
678,stfu hoe bad bitch,1
490,two third british public think immigr highalmost three quarter think uk crowd think immigr negat effect avail hous,1
973,wan na know sexism look like go skank miss odwyer,0
970,tri destroy miss kid first day school skank topless yet anoth man disgrac kid good dad theyr happi safe stabl love home,1
886,poster local rape crisi old woman walker raggi cloth titl say must someth wore,0
141,keep love brother sister dont forget show hospit stranger do entertain angel without realiz hebrew,0
828,fuck pussi,0
677,mr fuck graham shut fuck fuck abort goddamn son bitch fucker take away right woman right bodi son bitch,0
309,coward last activ parti member involv illeg immigr industri,1
793,alreadi control border hyster loon,0
656,pretti hyster,1
944,stfu pussi appl music,1
129,tabl museum jewish heritag live memori holocaust immigr art amp woman empower summit,0
757,hyster woman aliv go find island stay,1
869,aight goodnight whore except girl that tl bash guy hoe stfu bos bitch,1
638,hyster make sooner grow pair ban shit paper well,0
625,shes kind skank dont want see light come close time along melania ivanka russian skank,1
69,meanwhil syria russia iran pretend safe refuge return,0
539,fri pussi,0
572,fight round minut cage match looser leav town match come pussi,0
546,hold im jack perfect way end argument ima like yo stfu wan na argu get yall pussi ate pick one,0
876,bitch shut fuck,1
52,press report note lat leave shout immigr immigr welcom trial question uk citizen accus abus girl leave demonstr immigr,0
644,booker kamala compet hyster woman kavanaugh hearingsspartacus,1
562,listen skank sugar daddi big x draftdodg punkbitch coward countri opinion mean noth go find stripper pole whatev stfu cowardic enough melania trump,1
842,huge number say thank skank repres wasnt involv saw illiter hooker pimp tri influenc other one walk away republican barbi anal wart wont,1
741,pussi boy,0
343,sweden bar refuge return syria give benefit instead,0
104,crime rise rural area threat ice keep immigr communiti report polic polic nationwid visit,0
979,well seem trump tweet cool wow woman insult go well togeth get call skank get tell stds mean misogyni goe base guess lol also someon call hick ultim ironi wow,0
877,booker hyster woman harri common slut,0
553,skank look like half man half actual nerv make fun someon el look cant make kind stupid ugli look like surgeri success congrat dude btw f,1
747,hilli put anyth support woman anti rape wont return harv donat alway money clinton,0
876,bitch shut fuck,1
405,refuge tanzania worri forcibl repatri via,0
232,ireland indian subcontin taxi driver fake marriag immigr scam expo,0
810,screw face skank music,0
553,skank look like half man half actual nerv make fun someon el look cant make kind stupid ugli look like surgeri success congrat dude btw f,1
12,realiti nike unlik groupi never buy product enough enough ugli crap enough alreadi love flag,1
575,nike becom even well hit daughter hand bitch stfu nike grab pussi,0
424,illeg alien charg kill two miami woman dump bodi street,1
624,addit play hyster woman trope assum design use tear later film nonetheless annoy time tri watch,0
868,realli mr grab em pussi yes talk like werent elect instil russia stfu moron your go prison traitor tot,0
142,past day eu give cover eu state crack chariti save refuge amp migrant sea drown tri flee horror libya,0
330,terribl wrong practic fall direct hand yearold girl sexual abus immigrantdetent center via,0
694,yea fuck as hole mother fuck bitch grrrrr,1
389,may resign parti lose touch ordinari peopl uk ignor parliment vote one thing lose nh confid go ignor front line staff plea pay condit fund cut make pay immigr cost u much,1
188,presid trump m gang either throw hell jail get countri,1
681,stfu there million peopl without dad your rich bitch get,1
574,take second rememb rap three month ago caus see woman someth nurtur someth conquer he yell fuck hoe love,1
836,gifset part respons beast woman tweet clair stay kitchen,0
50,deep state way deeper imagin,0
253,canada pm justin trudeau spend billion illeg immigr cut aid veteran free speech time,1
292,funni new right gover cut welfar refuge general refuge save money send home â run syria afghanistan austria suport countri develop,0
951,cant find abbrevi treat woman nice doesnt use word rape realli,0
547,fact cube would rather fuck whole exist along artist career label tri punish relationship beyond hope choke dusti as dick,0
564,your ugli fuck bitch take back word say wish slap stand infront blahe eye pussi bitch,1
51,pm borissov bulgaria agreement chancellor angela merkel transport migrant,0
502,dont attack woman rape victim isnt hard,0
434,granni veteran tia insid grassroot effort help immigr famili separ border,0
798,hyster woman touch anncouldnt agre candidaci alreadi,1
385,confid scotland wouldnt grant vote amp want import en mass keep power live corrupt despot,1
818,get ta fuck bitch play girl heart pussi,0
478,good get word central american enter u illeg releas never show court angel famili enough enough via,1
634,anoth fuck piec crap go far chase mirag kashmiri woman sleep around rss men fuck cunt saniti leave must hear phrase langoor ke haath angoor shit similar,1
119,protect usa illig refuge thank mrtrump,1
297,money pay social welfar increas togeth money refuge destroy budget peopl must decid welfar less refuge welfar without refuge isnt possibl,1
82,migrat mother problem say german interior minist,1
431,watch kris kobach time illeg immigr stop via,0
134,save live,1
135,theyv spread everi corner countri appar million know mani realli million infiltr u must go,1
706,need stay kitchen preclos whatsoev,0
683,america find immigr fuck cunt as bitch,0
894,pretend he maverick realiti he hyster woman,0
691,true morganif obama hillari would stfu go away youll never hear talk id prefer eras year memori anyway,0
217,didnt liber say illeg kid illeg cant stay give custodi anoth illeg alien overid feder law,1
653,meadowland mama piti parti gon na stop use taxi coz skank call fat,1
96,amp alli congress dualðÿðÿðÿºðÿpassport want strip status amp abolish refuge agenc provid assist million clean regionisrael pm idea,0
245,peopl meet want refuge britain seem wonât contribut cost pay tax donât live among main young afford hord refuge cant peopl see,1
891,shut rand pussi,0
696,say hyster woman launch insan crybabi medium tirad last week polit ask switch seat airplan,0
272,cdu say still want work csu migrat issu,0
456,world bank call global support help rohingya refuge,0
901,even rape muslim woman almost imposs prove strict islam law sharia,0
233,anoth reason easi jihadist islam countri slide across border illeg folk mexico central americaparanoid mayb littl dont want see countri look like european countri,1
105,franc pas new immigr law deport migrant quick possibl free speech time,0
805,alreadi hold titl hyster racist whine beetch stfu,1
648,campaign woman disappear rape survivor,0
903,case trump multipl alleg sexual assault rape follow call woman liar threaten,0
118,look well life bloodi proper get line like rest legal immigr dont sneak back door america cant everyon countri enforc ow,1
640,see talk peopl get pocket real quick never ever live individu day life hate peopl like man woman fuck relationship stfu,0
70,stop illig immigr italia refuge chang destin go marocco enter europ spain socialist garantue open border spain newspap report mio come,0
989,st elect russia rig systemnd heard pussi grab stfurd lie report report truthth day long demean belittl everyoneth fact see fact say your,0
674,mayb jame woman rape victim dont deserv respect digniti justic rape feloni crime prison,0
58,arrest illeg vote illeg non citizen vote give year deport asap alway scam illeg maga via,1
992,ya recent guy get acquit rape charg beco appar woman question say feebli,0
381,peopl poland want ban muslimâ immigr,0
570,bitch stfu,1
368,refuge dont get food water go back quick presid havnt much,1
807,fuck dont stand defend america worthless pos obvious youv never serv militari caus pussi point understand servic member fight right american,0
961,read fine like good give experi shes hyster woman look attent tri make sort issu two thing noth tenni match know rule tell read,1
654,yes obtus everi countri fuck world one herp derp help fund border wall countri deal race shame bullshit dick licker like want protect ourselv,1
425,lead zeppelin immigr song,0
323,room go home immigr main part new hampshir full,1
195,denmark harsh new law immigr ghetto,0
203,angri un job check lebanon isnt coerc syrian refuge return home lebanon stop give resid permit agenc intern staff,1
788,shut hear skank total let david go way,1
49,immigr teen say restraint chair use strap detent center,0
156,congratul justic tahira safdar firstev woman chief justic superior court pakistan,0
566,need fuck pussi mami,1
414,home offic guilti serious breach duti candour cooper regard child entitl enter uk child go mani disappear mean lose traffick come,0
688,lol hyster your loser actual think potenti your disingenu clear want celebr leader,0
146,alli take compliment unlik hous non repres much love nation hold ordinari peopl way life ransom pay food noth go lectur system take white pee u fire cracker man,0
826,talk rape victim woman sexual abus one la,0
488,thing think wrong shut govern get fund ask right numer time wherea gotten wrong everi time,1
404,see geoff wanamak get new boatlol,0
734,look he scare woman hide embassi child rape charg suck gay richard bra,0
167,author deport terror pen essay entitl communist immigr advoc histori era today give itand booka read,0
326,illeg alien take life decid would break u steal id ssn work illeg rob u instead send famili kill realli didnt care famili huh,1
120,hungari offici pull un migrat pact encourag migrat,0
756,bunch hyster woman protest,1
952,im sure ben sas think sound like hyster woman elliott,0
230,today recogn effort resili refuge around world seek safeti communiti help world relief chicago abl provid vital servic everi donat help make,0
321,appar consid set annual refuge admiss cap low number admit would blow smithereen budget nine feder resettl contractorslearn nine suppos chariti,1
622,sometim feel like old mommi alway readi intim youeven lust mom pussi doesnt stop soak,1
283,ny check immigr art coalit summit,0
684,lolso truei think booker win battl hyster woman kavanaugh hear,0
76,check video im honor get see start roll new tech uganda make sure food get right refuge,0
88,franc nant burn multipl riot erupt polic shoot video joy immigr diver,0
750,reason grope rape woman ri,0
823,whatev make happi realli bitch good friend mother fuck cunt,1
238,illeg alien alreadi sentenc sexual assault resentenc enter u illeg,1
501,yo pussi equival list celebr fuck u mean,1
130,illeg refuge includ syrian refuge mexican refuge south american refuge except venezuelan refuge go back home realli thing escap come legal dont see u burn mex flag,1
942,hyster go disappoint jan,0
800,miss stupid pretti stink dumb whore skank trick bitch as friend,0
724,fuck sexi queen special king spoil weekend life time suck pretti pussi fuck u good plus suck sexi foot fuck beauti,1
178,stephen miller public charg rule new book sinc immigr welfar remain welfar year burden u taxpay via,1
665,anyth member guild use love choke cock pussi stay wet day mission prove sword slinger,1
103,celebr centenni anniversari recogn man start believ worker deserv wage rise well walter j kohler sr second leave vision creat home immigr worker,0
983,hey guy mayb okay wink woman dont attempt rape dont gim draw line crap,0
937,think pussi verizon custom servic suck wild dickkkkkkk hr lmao yo,0
366,savannah larg irish immigr popul postfamin esp wexford kerri feed census mani irish counti origin rare,0
854,stfu pro abort racist b ive never see pathet group peopl like democrat worri woman call right kill new bear infant peopl disgust,1
621,im perfect happi boyfriend bitch dont worri karma come skank as,1
64,like video immigr leave u seek asylum canada regret hbo,0
737,get pussi,1
785,look think thing first cmon give woman benefit doubt may white power symbol may secret signal im feckless fuck cunt club mayb want j,0
109,exact day fals polic reportfals charg fals arresth knew ex wife residentmi jobi see beforeh knewh profession stalker liar thiefth restmi ex cousin ex year immigr,0
775,rememb countri villag burn woman aliv stone rape corp refut arrang marriag,0
641,youll move hollywood produc good movi may rape woman impuni,0
0,swear im get place nick time exhaust rt make bed lie flea pit creat tourist go home refuge welcom barcelona choose migrant visitor,0
561,sound stupid woman like stay kitchen quiet isnt money obama dumb presid wont job,1
173,go denzil stir present immigr entrepreneur contribut,0
6,delhi much good prez rulethan anarchist doesnt believ conciliatori consensus buildingjust wish follow either way way reduc delhi slum encourag squattersilleg migrant,0
364,spain armi open arm author deposit anoth men without health ident check algecira,0
723,everyon call u btch u dont like bitch like whaaat wouldnt call bitch u wore like whore wait someon dig dick stfu barbi yo nigga disagre,1
906,lol your probabl tweet hard move dick pussi shut fuck fake hoe,1
210,german govern pay week vacat refuge go home,0
436,judg ask empathi toward refugeeshow sympathi justic yearold girl famili,0
165,delhi depict pathet scene aap come powerramp encroach appeas classilleg migrant jhugi sprung,1
304,american agre detain deport welfar illeg job illeg,1
212,alreadi,1
287,texa border ice incarcer immigr central america yet texa voter instal canadian cuban immigr one u senat six year ago,0
850,guess happen hyster woman congress,0
255,say uk need million new hous immigr need million less immigr,1
858,booker win award put b hyster woman categori,1
789,go fuck anoth kid pussi,0
248,tri true method proven result,1
279,wonder u confer cathol bishop awar major player refuge program depend tax dollar give surviv,0
467,hundr migrant break border spanish exclav ceuta via,0
515,today sftp interview talk hyster pokemon fight never,0
516,thank much creat hear packag see tweet differ take agre coulter booker harri compet hyster woman award realli appreci work put thx,1
14,need encourag presid trump keep tri ban refuge,1
363,illeg immigr dont want citizen want money exchang u dollar mexico worth ten dollar get three dollar hour room board send back mexico realli thirti dollar hour,0
476,balkan countri meet discuss avoid repeat migrant crisi,0
671,ok like stfu hoe,1
320,bad polici compound corpor corrupt ok,0
839,elizabethii use libo weapon takeov royal famili treasur mahabharat trump chaiwala,0
802,renew vow thank getim waitin day hear say im sorri skank ive,0
106,iran presid comment nuclear deal criticis trump immigr ban,0
54,substanti number australian dont like immigr leigh sale big claim base evidenceon gottcha question anoth jeezuz im gnite,0
659,yt equival woman make fals rape claim fuck real doxx victim futur,0
252,crimin iraqi immigr shot colorado offic head,0
176,,0
962,alway hyster woman,1
379,trump first ladi continu bring,0
619,im friend crib east orang right window wide open hear pussi bitch suck dick that fuck cousin nigga,1
370,medium blackout new dad kill texa drunk illeg alien via refus secur border stop invas outrag,1
596,need laugh read tweet skank twitter account god stupid peopl world,0
345,grandma old state israel exil gaza ghetto year ago today elder refuge like live c f degre heat electr fan air condit cool drink water,0
678,stfu hoe bad bitch,1
161,job workersguest worker prg need support,1
833,book clair want stay kitchen cook man wouldv stay inver frank research outland seri wouldv end less two chapter long perhap that want prefer stori get,0
848,serious fuck argu anyon simpli express make feel stfu listen,1
784,princip max caulfield let emphat enorm skank insert butt thank,0
253,canada pm justin trudeau spend billion illeg immigr cut aid veteran free speech time,1
858,booker win award put b hyster woman categori,1
111,corbyn still maintain blair new labour essenti marxism danger cult put migrant first usual member polit religi cult would kill member left migrant return vote labour thus far evil,1
843,hi way get ladi stop shout hear opposit desir effect love silent handmaid scream hyster woman insult caus mayb hold sign instead,1
880,u rabid fuck cunt oh yea u indiana tho common u woman folk ask mother penc,1
29,refus help disabl iraq war vet illeg immigr stole id cost student aid make homeless,0
116,current debat scorejohnson pawlenti,0
593,compet hyster woman kavanaugh hear tri creat outrag hate,1
100,mother w famili,1
843,hi way get ladi stop shout hear opposit desir effect love silent handmaid scream hyster woman insult caus mayb hold sign instead,1
857,go rape dog fuck cunt,0
731,dont worri ann one ever accus hyster woman kind woman,1
745,birth control becam legal scotus find osteopath prescrib sen hatch sas yell senat get hyster woman chamber clear gop still want control woman bodi,1
85,valedictorian daca illegali kindtook time busi brain surgeon scheduleto smuggl smore med student amp quantum physicist illeg ussh musta heard gon na use meritbas immigr system,1
314,capabl nsui hand want launch dus first magazin deni permiss last minut launch street presenc polic du,0
740,way ball talk shit like mccain longer around know would tell stfu pussi,1
360,best far ace,0
872,spartacushyster woman,0
495,italian bishop say he readi turn church mosqu aid caus mass muslim migrat via,0
946,hoe stop fuck lie caus phone month dead till bitch u think u disrespect kidit mewher da fuck u like bitch u act crazydi aint act bitch talk shit im gon na,1
244,immigr,0
711,your freakass skankbag hasbeen year wtf anyway nobodi stfu go suck skank,1
782,thank hyster heartfelt wonder,0
367,trump let build wall deport illeg walk across border like central parkm,1
398,time come allofgovern approach,0
522,u woman leav alon get anough skank problem,1
733,omg pussi boy voicemail wish happi birthday absolut best appreci much thank pussi boy,0
308,think man get reput fool wasnt mail order email speak folk listen dignitari peasant accomplish speak mega doesnt blow,1
574,take second rememb rap three month ago caus see woman someth nurtur someth conquer he yell fuck hoe love,1
261,immigr issu famili separ portray someth brand new trump cnn never bother report polici predat trump obama deport peopl presid histori,0
231,refuge arab muslim welcom poland via,1
218,next battl berlinbrussel attempt transform illeg migrat legal migrat expand definit refuge includ vulner migrant certain african countri,0
477,actual wonder safe would feel stand middl group child refuge,1
791,mekpop twitter shut fuck old raggedi piec shit fuck bitch as smelli as stinki as hoe as ugli dont even know insert group name do fan world youv do noth eat shit whole life suck dick die hoe,0
797,one woman thread men mansplain jacki fox rape woman post,0
842,huge number say thank skank repres wasnt involv saw illiter hooker pimp tri influenc other one walk away republican barbi anal wart wont,1
432,meanwhil israel african refuge deport forceafrican refuge woman forc take contracept white jew welcom israel get isra citizenship black,1
340,egypt devout muslim burn home coptic christian,0
798,hyster woman touch anncouldnt agre candidaci alreadi,1
966,deciev peopl dont know woman report rape islam countri arrest charg fornic adulteri,0
544,that reason feminazi back ur hole bitch,1
529,there one hyster woman tweet shes senat,0
695,kept cool human icebox occasionhyster womanroflmfao,1
341,immigr price ignor work nhs staff teacher lingo fact life stem flow violenc,0
564,your ugli fuck bitch take back word say wish slap stand infront blahe eye pussi bitch,1
248,tri true method proven result,1
723,everyon call u btch u dont like bitch like whaaat wouldnt call bitch u wore like whore wait someon dig dick stfu barbi yo nigga disagre,1
41,germani tri deport criminel afghanistan refuge back home till bring person back home special flight,0
440,ice job stop obfusc immigr issu conflat term immigr illeg alien theyr illeg break u law need go back,1
561,sound stupid woman like stay kitchen quiet isnt money obama dumb presid wont job,1
438,immigr detent camp texa america becom dont remain silent,0
794,nah yall stay kitchen make barii baasto,1
113,plea go church tomorrow chang immigr law week cos poor indian doctor cant get sponsor train yet give unemploy rise name christ begon year take evil law,0
427,proud share stori anoth migrant full passion give best help new zealand economi congratul client jaspreet singh get work visa approv share stori,0
758,real hyster woman,1
941,dont tell your love shut fuck eat pussi,0
185,respect mr clowney lot migrant mean shoratag wait hour nhs school servic u dont,0
651,ordinari woman resist dont allow rape go rapehow becom trauma u r disr,0
118,look well life bloodi proper get line like rest legal immigr dont sneak back door america cant everyon countri enforc ow,1
690,think cori booker win competit hyster woman,0
211,referendum campaign joke wouldnt long saw headlin brexit caus aid dont get much closer,0
300,trudeau traitor rip canada,1
885,nigga im pretti sure dont get pussi stfu,0
432,meanwhil israel african refuge deport forceafrican refuge woman forc take contracept white jew welcom israel get isra citizenship black,1
458,immigr mental,0
286,great see child advoc like speak kid live immigr famili ask aobut citizenship undercount child take action tuesday,0
609,hi bitch pls u skank as hoe aint bouta shit throw hand tomorrow sinc bold twitter,1
975,dat right bitch as fag cunt slut dumb fucken bitch shut fuck next time,1
689,stop name call grow pair ball dont say anyth stupid know truth come havent releas statement evid instead arrog pest rememb believ woman cant rape men also mean think cant rape woman either,1
616,im eat pussi pleasur dont care nut time smack head run away smash head yo leg cri im finish bitch im finish stfu stop cri,1
645,bitch say unit state rape free ask million woman havent report due bad societi,0
124,guess say pay illeg alien dave,1
380,donat flood immigr child nyc,0
416,special team peopl make respect rtd judg let visit indian state camp amp identifi illeg migrant amp peopl expir visa govt must ensur immedi deport,1
329,congress polic report detail sexual abus immigr youth shelter propublica,0
981,hyster woman,1
480,snowflak dont understand far right ordinari peopl actual effect migrat peopl whose hous price drop car insur increas due rise crime rate,0
955,say hyster woman woman right,0
548,fuck hoe ugli anyway trynna see pum pum like twanni say make nois skank as hoe say nigga chanc,1
783,mention book clair didnt stay kitchen either woman clear doesnt know shes talk howev yes much woman cook clean etc,1
494,messag liber advoc open bordersif import third world get third world problem hard understand itth british nation parti continu campaign tradit britain,1
890,nigga date bitch aint even old enough drive talm bout woman complic bitch date toddler stfu,1
822,delet tweet pussi shut take pill old man,0
907,case rape victim guilti educ men respect woman period,0
967,ooh get shakespearean level manipul cours goe hyster woman angl side order use hanssen feel roxanna,0
463,racist scum that nice l aid trip sometim decis make get feed immigr effect nh,0
963,serious book clair stay kitchen type read book,0
